world,mode,seed,declared_horizon,n_f,failed,first_failure_cycle,survival_40,survival_80,survival_160,mean_active_context_tokens_40,mean_active_context_tokens_80,mean_active_context_tokens_160,peak_active_context_tokens,mean_checkpoint_accuracy_40,mean_checkpoint_accuracy_80,mean_checkpoint_accuracy_160,critical_omissions_40,critical_omissions_80,critical_omissions_160,critical_omission_rate_40,critical_omission_rate_80,critical_omission_rate_160,external_retrievals,successful_retrievals,quarantines,total_active_token_work,final_config_accuracy,final_requirement_accuracy
main,continuous_full_history,7301,160,20,1,20,0,0,0,1374.325,2414.6375,4486.48125,8595,0.69791667,0.50520833,0.4140625,36,76,156,0.9,0.95,0.975,0,0,0,717837,0.25,0.1666666667
main,ordinary_summary_reset,7301,160,60,1,60,1,0,0,730.325,718.1375,712.48125,1203,0.94791667,0.88541667,0.9375,16,36,41,0.4,0.45,0.25625,0,0,0,113997,1.0,1.0
main,verified_inheritance_capsule,7301,160,80,1,80,1,0,0,610.625,642.9375,662.26875,1183,0.94791667,0.96354167,0.921875,17,17,57,0.425,0.2125,0.35625,34,20,13,105963,1.0,1.0
main,capsule_conflict_aware,7301,160,80,1,80,1,0,0,592.075,625.6375,652.33125,1177,0.9375,0.95833333,0.90625,15,16,56,0.375,0.2,0.35,36,21,17,104373,1.0,1.0
pressure_disabled_null,continuous_full_history,7301,160,161,0,,1,1,1,1374.325,2414.6375,4486.48125,8595,1.0,0.953125,0.95833333,0,13,35,0.0,0.1625,0.21875,0,0,0,717837,1.0,1.0
pressure_disabled_null,verified_inheritance_capsule,7301,160,80,1,80,1,0,0,606.575,657.3125,662.16875,1159,0.95833333,0.78645833,0.82291667,20,53,106,0.5,0.6625,0.6625,39,24,15,105947,1.0,1.0
main,continuous_full_history,7302,160,20,1,20,0,0,0,1349.4,2387.6625,4492.2875,8675,0.55208333,0.35416667,0.22395833,35,75,155,0.875,0.9375,0.96875,0,0,0,718766,0.0833333333,0.0
main,ordinary_summary_reset,7302,160,40,1,40,0,0,0,720.4,713.6625,712.0375,1176,0.77083333,0.625,0.70572917,32,72,126,0.8,0.9,0.7875,0,0,0,113926,0.8333333333,0.8333333333
main,verified_inheritance_capsule,7302,160,161,0,,1,1,1,599.45,629.6125,655.6625,1137,0.72916667,0.81770833,0.90364583,35,53,66,0.875,0.6625,0.4125,26,24,0,104906,1.0,1.0
main,capsule_conflict_aware,7302,160,161,0,,1,1,1,593.825,633.725,654.4625,1159,0.79166667,0.88541667,0.93229167,35,53,68,0.875,0.6625,0.425,24,22,0,104714,1.0,1.0
pressure_disabled_null,continuous_full_history,7302,160,161,0,,1,1,1,1349.4,2387.6625,4492.2875,8675,0.9375,0.88541667,0.90885417,10,26,51,0.25,0.325,0.31875,0,0,0,718766,1.0,1.0
pressure_disabled_null,verified_inheritance_capsule,7302,160,161,0,,1,1,1,593.95,638.5125,661.8,1179,0.9375,0.88541667,0.90885417,11,27,53,0.275,0.3375,0.33125,24,22,0,105888,1.0,1.0
main,continuous_full_history,7303,160,40,1,40,0,0,0,1363.8,2417.9375,4531.6625,8722,0.91666667,0.63541667,0.390625,13,53,133,0.325,0.6625,0.83125,0,0,0,725066,0.25,0.0
main,ordinary_summary_reset,7303,160,20,1,20,0,0,0,719.8,716.4375,711.4125,1193,0.79166667,0.828125,0.9140625,20,40,40,0.5,0.5,0.25,0,0,0,113826,1.0,1.0
main,verified_inheritance_capsule,7303,160,161,0,,1,1,1,588.0,637.0375,653.4375,1141,1.0,0.9375,0.96875,0,19,21,0.0,0.2375,0.13125,25,23,0,104550,1.0,1.0
main,capsule_conflict_aware,7303,160,161,0,,1,1,1,583.025,630.675,651.61875,1167,1.0,0.98958333,0.99479167,0,8,10,0.0,0.1,0.0625,23,21,0,104259,1.0,1.0
pressure_disabled_null,continuous_full_history,7303,160,161,0,,1,1,1,1363.8,2417.9375,4531.6625,8722,1.0,1.0,0.99479167,0,11,18,0.0,0.1375,0.1125,0,0,0,725066,1.0,1.0
pressure_disabled_null,verified_inheritance_capsule,7303,160,161,0,,1,1,1,588.0,635.8625,660.725,1153,1.0,1.0,0.96354167,0,11,39,0.0,0.1375,0.24375,24,22,0,105716,1.0,1.0
main,continuous_full_history,7304,160,60,1,60,1,0,0,1365.925,2415.8875,4522.1,8702,1.0,0.79166667,0.52604167,0,29,109,0.0,0.3625,0.68125,0,0,0,723536,0.25,0.0
main,ordinary_summary_reset,7304,160,80,1,80,1,0,0,736.925,724.3875,719.35,1183,0.91666667,0.90625,0.87760417,11,34,82,0.275,0.425,0.5125,0,0,0,115096,1.0,1.0
main,verified_inheritance_capsule,7304,160,40,1,40,0,0,0,605.125,641.8125,663.1625,1158,0.94791667,0.9375,0.96875,0,23,27,0.0,0.2875,0.16875,23,23,1,106106,1.0,1.0
main,capsule_conflict_aware,7304,160,40,1,40,0,0,0,588.775,631.4,653.86875,1143,0.94791667,0.97395833,0.98177083,0,3,14,0.0,0.0375,0.0875,22,22,1,104619,1.0,1.0
pressure_disabled_null,continuous_full_history,7304,160,161,0,,1,1,1,1365.925,2415.8875,4522.1,8702,1.0,0.96875,0.97135417,0,13,33,0.0,0.1625,0.20625,0,0,0,723536,1.0,1.0
pressure_disabled_null,verified_inheritance_capsule,7304,160,40,1,40,0,0,0,605.125,646.0375,663.6625,1179,0.94791667,0.94270833,0.90625,0,13,60,0.0,0.1625,0.375,25,25,1,106186,1.0,1.0
main,continuous_full_history,7305,160,20,1,20,0,0,0,1339.525,2400.8625,4488.94375,8665,0.52083333,0.30729167,0.2109375,28,68,148,0.7,0.85,0.925,0,0,0,718231,0.3333333333,0.1666666667
main,ordinary_summary_reset,7305,160,20,1,20,0,0,0,705.525,714.3625,709.94375,1176,0.6875,0.84375,0.875,30,30,49,0.75,0.375,0.30625,0,0,0,113591,1.0,1.0
main,verified_inheritance_capsule,7305,160,120,1,120,1,1,0,573.825,637.3875,662.16875,1168,0.82291667,0.91145833,0.83333333,27,29,84,0.675,0.3625,0.525,28,22,3,105947,1.0,1.0
main,capsule_conflict_aware,7305,160,120,1,120,1,1,0,593.75,631.0125,655.65,1142,0.80208333,0.90104167,0.86458333,29,31,67,0.725,0.3875,0.41875,31,20,9,104904,1.0,1.0
pressure_disabled_null,continuous_full_history,7305,160,161,0,,1,1,1,1339.525,2400.8625,4488.94375,8665,1.0,1.0,0.96614583,0,0,15,0.0,0.0,0.09375,0,0,0,718231,1.0,1.0
pressure_disabled_null,verified_inheritance_capsule,7305,160,120,1,120,1,1,0,573.725,635.3125,657.31875,1186,1.0,1.0,0.94270833,0,2,37,0.0,0.025,0.23125,26,21,3,105171,1.0,1.0
main,continuous_full_history,7306,160,40,1,40,0,0,0,1311.0,2380.65,4503.4125,8705,0.89583333,0.63541667,0.40104167,10,50,130,0.25,0.625,0.8125,0,0,0,720546,0.1666666667,0.0
main,ordinary_summary_reset,7306,160,40,1,40,0,0,0,697.0,711.65,713.1625,1203,0.95833333,0.88020833,0.88020833,6,26,92,0.15,0.325,0.575,0,0,0,114106,1.0,1.0
main,verified_inheritance_capsule,7306,160,40,1,40,0,0,0,565.2,637.55,664.05,1187,0.97916667,0.89583333,0.91145833,0,20,57,0.0,0.25,0.35625,24,22,3,106248,1.0,1.0
main,capsule_conflict_aware,7306,160,40,1,40,0,0,0,574.5,640.4375,659.21875,1188,0.91666667,0.85416667,0.92447917,13,38,43,0.325,0.475,0.26875,24,22,4,105475,1.0,1.0
pressure_disabled_null,continuous_full_history,7306,160,161,0,,1,1,1,1311.0,2380.65,4503.4125,8705,1.0,1.0,0.98958333,1,1,16,0.025,0.0125,0.1,0,0,0,720546,1.0,1.0
pressure_disabled_null,verified_inheritance_capsule,7306,160,40,1,40,0,0,0,572.4,632.65,660.225,1171,0.97916667,0.90625,0.94270833,1,21,36,0.025,0.2625,0.225,24,22,3,105636,1.0,1.0
main,continuous_full_history,7307,160,40,1,40,0,0,0,1314.7,2357.4375,4461.925,8622,0.96875,0.703125,0.578125,1,41,121,0.025,0.5125,0.75625,0,0,0,713908,0.3333333333,0.0
main,ordinary_summary_reset,7307,160,80,1,80,1,0,0,700.7,710.9375,709.175,1196,0.95833333,0.94791667,0.9296875,11,24,63,0.275,0.3,0.39375,0,0,0,113468,1.0,1.0
main,verified_inheritance_capsule,7307,160,160,1,160,1,1,0,568.9,631.4375,657.6875,1162,1.0,0.96875,0.96875,0,15,49,0.0,0.1875,0.30625,25,22,0,105230,0.9166666667,0.8333333333
main,capsule_conflict_aware,7307,160,160,1,160,1,1,0,560.575,623.925,649.5875,1169,1.0,1.0,0.95572917,0,3,45,0.0,0.0375,0.28125,25,21,0,103934,0.9166666667,0.8333333333
pressure_disabled_null,continuous_full_history,7307,160,161,0,,1,1,1,1314.7,2357.4375,4461.925,8622,0.91666667,0.95833333,0.97395833,17,31,37,0.425,0.3875,0.23125,0,0,0,713908,1.0,1.0
pressure_disabled_null,verified_inheritance_capsule,7307,160,160,1,160,1,1,0,575.65,634.0125,653.2375,1198,0.89583333,0.94791667,0.96614583,17,31,38,0.425,0.3875,0.2375,24,23,0,104518,0.9166666667,0.8333333333
main,continuous_full_history,7308,160,40,1,40,0,0,0,1339.625,2391.075,4497.4875,8675,0.90625,0.75,0.484375,8,48,128,0.2,0.6,0.8,0,0,0,719598,0.25,0.1666666667
main,ordinary_summary_reset,7308,160,161,0,,1,1,1,715.625,714.575,717.2375,1173,0.96875,0.94270833,0.94791667,8,33,51,0.2,0.4125,0.31875,0,0,0,114758,1.0,1.0
main,verified_inheritance_capsule,7308,160,120,1,120,1,1,0,587.875,633.15,657.075,1183,1.0,0.95833333,0.9453125,4,29,56,0.1,0.3625,0.35,32,23,8,105132,1.0,1.0
main,capsule_conflict_aware,7308,160,120,1,120,1,1,0,574.725,632.025,648.39375,1133,1.0,0.97916667,0.95833333,1,9,38,0.025,0.1125,0.2375,26,22,4,103743,1.0,1.0
pressure_disabled_null,continuous_full_history,7308,160,161,0,,1,1,1,1339.625,2391.075,4497.4875,8675,0.97916667,0.98958333,0.984375,14,14,26,0.35,0.175,0.1625,0,0,0,719598,1.0,1.0
pressure_disabled_null,verified_inheritance_capsule,7308,160,120,1,120,1,1,0,573.525,627.725,659.175,1143,0.97916667,0.98958333,0.97395833,15,15,37,0.375,0.1875,0.23125,32,22,8,105468,1.0,1.0
main,continuous_full_history,7309,160,20,1,20,0,0,0,1331.7,2369.9375,4469.05625,8639,0.59375,0.5,0.44010417,39,79,159,0.975,0.9875,0.99375,0,0,0,715049,0.4166666667,0.0
main,ordinary_summary_reset,7309,160,20,1,20,0,0,0,712.7,713.4375,707.55625,1179,0.76041667,0.83854167,0.8984375,39,59,107,0.975,0.7375,0.66875,0,0,0,113209,1.0,1.0
main,verified_inheritance_capsule,7309,160,140,1,140,1,1,0,573.8,620.1375,648.01875,1147,0.90625,0.953125,0.97135417,31,31,59,0.775,0.3875,0.36875,24,24,1,103683,1.0,1.0
main,capsule_conflict_aware,7309,160,140,1,140,1,1,0,563.775,619.475,641.15,1145,0.91666667,0.95833333,0.97395833,19,19,19,0.475,0.2375,0.11875,23,23,1,102584,1.0,1.0
pressure_disabled_null,continuous_full_history,7309,160,161,0,,1,1,1,1331.7,2369.9375,4469.05625,8639,1.0,1.0,1.0,0,13,27,0.0,0.1625,0.16875,0,0,0,715049,1.0,1.0
pressure_disabled_null,verified_inheritance_capsule,7309,160,140,1,140,1,1,0,580.9,632.8625,654.60625,1145,1.0,1.0,0.99479167,0,13,27,0.0,0.1625,0.16875,22,22,1,104737,1.0,1.0
main,continuous_full_history,7310,160,60,1,60,1,0,0,1331.9,2390.6,4518.825,8759,1.0,0.63020833,0.390625,0,35,115,0.0,0.4375,0.71875,0,0,0,723012,0.0833333333,0.0
main,ordinary_summary_reset,7310,160,80,1,80,1,0,0,707.9,711.6,714.825,1193,1.0,0.83333333,0.87239583,0,26,69,0.0,0.325,0.43125,0,0,0,114372,1.0,1.0
main,verified_inheritance_capsule,7310,160,40,1,40,0,0,0,576.1,638.05,664.0625,1186,0.97916667,0.82291667,0.86197917,0,31,68,0.0,0.3875,0.425,33,23,12,106250,0.75,0.8333333333
main,capsule_conflict_aware,7310,160,40,1,40,0,0,0,577.575,630.6125,653.7875,1145,0.97916667,0.91666667,0.9140625,0,20,57,0.0,0.25,0.35625,25,20,6,104606,0.75,0.8333333333
pressure_disabled_null,continuous_full_history,7310,160,161,0,,1,1,1,1331.9,2390.6,4518.825,8759,0.82291667,0.86458333,0.93229167,25,40,49,0.625,0.5,0.30625,0,0,0,723012,1.0,1.0
pressure_disabled_null,verified_inheritance_capsule,7310,160,40,1,40,0,0,0,583.3,646.375,668.1125,1194,0.80208333,0.69791667,0.8046875,25,60,103,0.625,0.75,0.64375,33,23,12,106898,0.75,0.8333333333
main,continuous_full_history,7311,160,40,1,40,0,0,0,1323.725,2405.2125,4553.59375,8775,0.96875,0.77604167,0.47916667,7,47,127,0.175,0.5875,0.79375,0,0,0,728575,0.0833333333,0.0
main,ordinary_summary_reset,7311,160,20,1,20,0,0,0,704.725,723.7125,720.84375,1223,0.79166667,0.734375,0.8359375,20,60,80,0.5,0.75,0.5,0,0,0,115335,1.0,1.0
main,verified_inheritance_capsule,7311,160,40,1,40,0,0,0,576.525,645.0375,666.83125,1207,0.96875,0.79166667,0.890625,7,47,48,0.175,0.5875,0.3,29,22,10,106693,0.8333333333,0.8333333333
main,capsule_conflict_aware,7311,160,40,1,40,0,0,0,567.475,630.9,660.55,1161,0.96875,0.83333333,0.90885417,3,43,48,0.075,0.5375,0.3,36,22,17,105688,0.8333333333,0.8333333333
pressure_disabled_null,continuous_full_history,7311,160,161,0,,1,1,1,1323.725,2405.2125,4553.59375,8775,0.90625,0.953125,0.94270833,15,15,37,0.375,0.1875,0.23125,0,0,0,728575,1.0,1.0
pressure_disabled_null,verified_inheritance_capsule,7311,160,40,1,40,0,0,0,580.575,653.0875,666.74375,1225,0.875,0.8125,0.8515625,15,55,89,0.375,0.6875,0.55625,30,23,10,106679,0.8333333333,0.8333333333
main,continuous_full_history,7312,160,40,1,40,0,0,0,1333.2,2392.0875,4488.33125,8659,0.97916667,0.74479167,0.5234375,2,42,122,0.05,0.525,0.7625,0,0,0,718133,0.25,0.0
main,ordinary_summary_reset,7312,160,40,1,40,0,0,0,714.2,718.0875,710.58125,1203,0.98958333,0.94791667,0.9609375,0,40,69,0.0,0.5,0.43125,0,0,0,113693,1.0,1.0
main,verified_inheritance_capsule,7312,160,40,1,40,0,0,0,582.4,639.0125,657.51875,1222,0.97916667,0.984375,0.89583333,0,20,69,0.0,0.25,0.43125,40,22,17,105203,1.0,1.0
main,capsule_conflict_aware,7312,160,40,1,40,0,0,0,577.875,628.6125,655.4625,1152,0.97916667,0.96875,0.8828125,0,20,72,0.0,0.25,0.45,38,20,18,104874,1.0,1.0
pressure_disabled_null,continuous_full_history,7312,160,161,0,,1,1,1,1333.2,2392.0875,4488.33125,8659,0.91666667,0.90625,0.9375,10,28,53,0.25,0.35,0.33125,0,0,0,718133,1.0,1.0
pressure_disabled_null,verified_inheritance_capsule,7312,160,40,1,40,0,0,0,585.1,651.1625,667.74375,1187,0.89583333,0.82291667,0.83072917,10,48,90,0.25,0.6,0.5625,38,20,16,106839,1.0,1.0
main,continuous_full_history,7313,160,40,1,40,0,0,0,1350.2,2399.15,4508.9875,8692,0.98958333,0.6875,0.44270833,1,41,121,0.025,0.5125,0.75625,0,0,0,721438,0.1666666667,0.0
main,ordinary_summary_reset,7313,160,40,1,40,0,0,0,726.2,717.65,712.4875,1193,0.875,0.90104167,0.9296875,18,38,62,0.45,0.475,0.3875,0,0,0,113998,1.0,1.0
main,verified_inheritance_capsule,7313,160,161,0,,1,1,1,594.4,637.075,658.9875,1176,1.0,0.97916667,0.9296875,0,13,55,0.0,0.1625,0.34375,24,22,0,105438,1.0,1.0
main,capsule_conflict_aware,7313,160,161,0,,1,1,1,577.975,618.0,654.8375,1145,1.0,1.0,0.92708333,0,0,49,0.0,0.0,0.30625,23,21,0,104774,1.0,1.0
pressure_disabled_null,continuous_full_history,7313,160,161,0,,1,1,1,1350.2,2399.15,4508.9875,8692,0.86458333,0.93229167,0.96614583,18,18,18,0.45,0.225,0.1125,0,0,0,721438,1.0,1.0
pressure_disabled_null,verified_inheritance_capsule,7313,160,161,0,,1,1,1,597.55,637.525,657.95,1159,0.86458333,0.93229167,0.96614583,18,18,20,0.45,0.225,0.125,23,21,0,105272,1.0,1.0
main,continuous_full_history,7314,160,40,1,40,0,0,0,1345.45,2414.3125,4538.71875,8742,0.96875,0.71354167,0.5234375,3,43,123,0.075,0.5375,0.76875,0,0,0,726195,0.0833333333,0.0
main,ordinary_summary_reset,7314,160,60,1,60,1,0,0,726.45,720.3125,717.21875,1193,0.90625,0.86979167,0.83333333,14,34,74,0.35,0.425,0.4625,0,0,0,114755,0.75,0.8333333333
main,verified_inheritance_capsule,7314,160,161,0,,1,1,1,594.65,639.2875,661.46875,1159,1.0,0.96875,0.984375,0,15,15,0.0,0.1875,0.09375,21,21,0,105835,1.0,1.0
main,capsule_conflict_aware,7314,160,161,0,,1,1,1,581.7,632.4875,653.48125,1153,1.0,0.98958333,0.99479167,0,7,9,0.0,0.0875,0.05625,21,21,0,104557,1.0,1.0
pressure_disabled_null,continuous_full_history,7314,160,161,0,,1,1,1,1345.45,2414.3125,4538.71875,8742,0.95833333,0.921875,0.9609375,11,36,44,0.275,0.45,0.275,0,0,0,726195,1.0,1.0
pressure_disabled_null,verified_inheritance_capsule,7314,160,161,0,,1,1,1,600.05,644.4625,664.39375,1195,0.95833333,0.921875,0.9609375,11,36,44,0.275,0.45,0.275,21,21,0,106303,1.0,1.0
main,continuous_full_history,7315,160,20,1,20,0,0,0,1353.575,2409.9375,4497.98125,8655,0.79166667,0.56770833,0.39322917,24,64,144,0.6,0.8,0.9,0,0,0,719677,0.0833333333,0.0
main,ordinary_summary_reset,7315,160,40,1,40,0,0,0,724.575,720.9375,716.48125,1173,0.98958333,0.94791667,0.92447917,4,42,84,0.1,0.525,0.525,0,0,0,114637,1.0,1.0
main,verified_inheritance_capsule,7315,160,40,1,40,0,0,0,592.775,656.9875,668.66875,1209,0.97916667,0.90104167,0.89322917,0,29,65,0.0,0.3625,0.40625,31,23,9,106987,1.0,1.0
main,capsule_conflict_aware,7315,160,40,1,40,0,0,0,585.3,647.7375,657.875,1178,0.97916667,0.90104167,0.86979167,0,29,76,0.0,0.3625,0.475,29,22,7,105260,1.0,1.0
pressure_disabled_null,continuous_full_history,7315,160,161,0,,1,1,1,1353.575,2409.9375,4497.98125,8655,1.0,0.98958333,0.95572917,0,12,48,0.0,0.15,0.3,0,0,0,719677,1.0,1.0
pressure_disabled_null,verified_inheritance_capsule,7315,160,40,1,40,0,0,0,592.775,645.2875,668.94375,1189,0.97916667,0.95833333,0.8984375,0,20,73,0.0,0.25,0.45625,30,21,9,107031,1.0,1.0
main,continuous_full_history,7316,160,40,1,40,0,0,0,1340.775,2378.775,4485.11875,8689,0.91666667,0.66145833,0.44010417,7,47,127,0.175,0.5875,0.79375,0,0,0,717619,0.3333333333,0.1666666667
main,ordinary_summary_reset,7316,160,80,1,80,1,0,0,711.775,704.775,708.61875,1183,0.97916667,0.90625,0.91666667,7,24,64,0.175,0.3,0.4,0,0,0,113379,1.0,1.0
main,verified_inheritance_capsule,7316,160,40,1,40,0,0,0,579.975,627.15,654.00625,1159,0.98958333,0.88541667,0.94270833,0,20,20,0.0,0.25,0.125,23,21,1,104641,1.0,1.0
main,capsule_conflict_aware,7316,160,40,1,40,0,0,0,567.15,617.4625,648.25,1141,0.98958333,0.95833333,0.97916667,0,20,24,0.0,0.25,0.15,23,21,1,103720,1.0,1.0
pressure_disabled_null,continuous_full_history,7316,160,161,0,,1,1,1,1340.775,2378.775,4485.11875,8689,1.0,0.98958333,0.9453125,0,7,36,0.0,0.0875,0.225,0,0,0,717619,1.0,1.0
pressure_disabled_null,verified_inheritance_capsule,7316,160,40,1,40,0,0,0,579.975,626.925,656.03125,1167,0.98958333,0.86979167,0.88541667,0,32,61,0.0,0.4,0.38125,23,21,1,104965,1.0,1.0
main,continuous_full_history,7317,160,20,1,20,0,0,0,1317.275,2363.55,4448.475,8599,0.66666667,0.5625,0.515625,35,75,155,0.875,0.9375,0.96875,0,0,0,711756,0.4166666667,0.0
main,ordinary_summary_reset,7317,160,161,0,,1,1,1,708.275,709.55,709.475,1163,0.86458333,0.90104167,0.8828125,28,38,97,0.7,0.475,0.60625,0,0,0,113516,1.0,1.0
main,verified_inheritance_capsule,7317,160,20,1,20,0,0,0,586.725,638.375,655.4375,1161,0.78125,0.859375,0.890625,35,45,97,0.875,0.5625,0.60625,25,21,3,104870,1.0,1.0
main,capsule_conflict_aware,7317,160,20,1,20,0,0,0,605.375,629.9,651.39375,1169,0.77083333,0.83333333,0.8828125,32,49,91,0.8,0.6125,0.56875,25,22,3,104223,1.0,1.0
pressure_disabled_null,continuous_full_history,7317,160,161,0,,1,1,1,1317.275,2363.55,4448.475,8599,0.90625,0.953125,0.97135417,31,31,45,0.775,0.3875,0.28125,0,0,0,711756,1.0,1.0
pressure_disabled_null,verified_inheritance_capsule,7317,160,20,1,20,0,0,0,586.725,632.975,649.5,1202,0.79166667,0.89583333,0.91927083,37,37,62,0.925,0.4625,0.3875,26,22,3,103920,1.0,1.0
main,continuous_full_history,7318,160,40,1,40,0,0,0,1347.075,2394.325,4475.58125,8645,0.77083333,0.6875,0.61979167,19,59,139,0.475,0.7375,0.86875,0,0,0,716093,0.5,0.0
main,ordinary_summary_reset,7318,160,80,1,80,1,0,0,723.075,717.825,711.58125,1166,0.85416667,0.90104167,0.88541667,25,38,98,0.625,0.475,0.6125,0,0,0,113853,1.0,1.0
main,verified_inheritance_capsule,7318,160,20,1,20,0,0,0,626.075,643.475,658.60625,1194,0.76041667,0.81770833,0.90885417,20,53,53,0.5,0.6625,0.33125,30,22,7,105377,1.0,1.0
main,capsule_conflict_aware,7318,160,20,1,20,0,0,0,602.8,626.75,649.35625,1186,0.70833333,0.77083333,0.8828125,20,55,55,0.5,0.6875,0.34375,27,23,5,103897,1.0,1.0
pressure_disabled_null,continuous_full_history,7318,160,161,0,,1,1,1,1347.075,2394.325,4475.58125,8645,0.89583333,0.91666667,0.95833333,16,42,49,0.4,0.525,0.30625,0,0,0,716093,1.0,1.0
pressure_disabled_null,verified_inheritance_capsule,7318,160,20,1,20,0,0,0,604.475,660.275,660.21875,1202,0.8125,0.83333333,0.9140625,20,48,61,0.5,0.6,0.38125,30,23,7,105635,1.0,1.0
main,continuous_full_history,7319,160,20,1,20,0,0,0,1301.8,2343.0625,4435.76875,8582,0.54166667,0.390625,0.26302083,34,74,154,0.85,0.925,0.9625,0,0,0,709723,0.0833333333,0.1666666667
main,ordinary_summary_reset,7319,160,80,1,80,1,0,0,687.8,694.0625,700.51875,1183,0.9375,0.953125,0.9375,14,14,62,0.35,0.175,0.3875,0,0,0,112083,1.0,0.6666666667
main,verified_inheritance_capsule,7319,160,161,0,,1,1,1,568.6,618.6625,647.80625,1149,0.9375,0.96875,0.96875,14,14,32,0.35,0.175,0.2,21,21,0,103649,1.0,1.0
