world,mode,seed,declared_horizon,n_f,failed,first_failure_cycle,survival_40,survival_80,survival_160,mean_active_context_tokens_40,mean_active_context_tokens_80,mean_active_context_tokens_160,peak_active_context_tokens,mean_checkpoint_accuracy_40,mean_checkpoint_accuracy_80,mean_checkpoint_accuracy_160,critical_omissions_40,critical_omissions_80,critical_omissions_160,critical_omission_rate_40,critical_omission_rate_80,critical_omission_rate_160,external_retrievals,successful_retrievals,quarantines,total_active_token_work,final_config_accuracy,final_requirement_accuracy
main,capsule_conflict_aware,7319,160,161,0,,1,1,1,567.275,617.225,642.4875,1125,0.9375,0.96875,0.984375,14,14,20,0.35,0.175,0.125,21,21,0,102798,1.0,1.0
pressure_disabled_null,continuous_full_history,7319,160,161,0,,1,1,1,1301.8,2343.0625,4435.76875,8582,0.94791667,0.91145833,0.9453125,12,40,72,0.3,0.5,0.45,0,0,0,709723,1.0,1.0
pressure_disabled_null,verified_inheritance_capsule,7319,160,160,1,160,1,1,0,557.35,615.0625,648.59375,1157,0.94791667,0.91145833,0.94010417,12,40,72,0.3,0.5,0.45,21,21,1,103775,0.8333333333,0.8333333333
main,continuous_full_history,7320,160,40,1,40,0,0,0,1342.275,2384.2625,4472.33125,8589,0.89583333,0.546875,0.3828125,15,55,135,0.375,0.6875,0.84375,0,0,0,715573,0.1666666667,0.0
main,ordinary_summary_reset,7320,160,40,1,40,0,0,0,713.275,717.7625,712.08125,1183,0.9375,0.94791667,0.9296875,15,35,62,0.375,0.4375,0.3875,0,0,0,113933,1.0,1.0
main,verified_inheritance_capsule,7320,160,100,1,100,1,1,0,585.075,638.0875,659.58125,1149,0.9375,0.96875,0.953125,15,15,35,0.375,0.1875,0.21875,22,22,1,105533,1.0,1.0
main,capsule_conflict_aware,7320,160,100,1,100,1,1,0,560.875,618.5625,641.86875,1139,1.0,1.0,0.9921875,3,3,4,0.075,0.0375,0.025,22,22,1,102699,1.0,1.0
pressure_disabled_null,continuous_full_history,7320,160,161,0,,1,1,1,1342.275,2384.2625,4472.33125,8589,1.0,1.0,0.96354167,0,1,29,0.0,0.0125,0.18125,0,0,0,715573,1.0,1.0
pressure_disabled_null,verified_inheritance_capsule,7320,160,100,1,100,1,1,0,581.475,636.2875,654.11875,1157,1.0,1.0,0.95572917,0,1,35,0.0,0.0125,0.21875,24,24,1,104659,1.0,1.0
main,continuous_full_history,7321,160,60,1,60,1,0,0,1347.65,2399.35,4498.725,8642,1.0,0.625,0.40104167,0,38,118,0.0,0.475,0.7375,0,0,0,719796,0.0833333333,0.0
main,ordinary_summary_reset,7321,160,20,1,20,0,0,0,718.65,710.35,707.225,1183,0.85416667,0.88541667,0.83854167,20,34,89,0.5,0.425,0.55625,0,0,0,113156,1.0,1.0
main,verified_inheritance_capsule,7321,160,161,0,,1,1,1,586.85,633.125,650.7,1149,1.0,0.96875,0.95833333,0,15,42,0.0,0.1875,0.2625,23,22,0,104112,1.0,1.0
main,capsule_conflict_aware,7321,160,161,0,,1,1,1,573.65,624.2375,647.58125,1159,1.0,0.984375,0.9765625,0,10,24,0.0,0.125,0.15,23,22,0,103613,1.0,1.0
pressure_disabled_null,continuous_full_history,7321,160,161,0,,1,1,1,1347.65,2399.35,4498.725,8642,0.875,0.9375,0.953125,18,26,44,0.45,0.325,0.275,0,0,0,719796,1.0,1.0
pressure_disabled_null,verified_inheritance_capsule,7321,160,161,0,,1,1,1,576.6,629.35,651.15,1139,0.76041667,0.88020833,0.92447917,37,46,64,0.925,0.575,0.4,23,22,0,104184,1.0,1.0
main,continuous_full_history,7322,160,60,1,60,1,0,0,1335.625,2400.8,4500.15,8635,1.0,0.88020833,0.54947917,0,27,107,0.0,0.3375,0.66875,0,0,0,720024,0.1666666667,0.0
main,ordinary_summary_reset,7322,160,40,1,40,0,0,0,706.625,709.3,708.65,1176,0.97916667,0.93229167,0.88541667,0,20,74,0.0,0.25,0.4625,0,0,0,113384,1.0,1.0
main,verified_inheritance_capsule,7322,160,100,1,100,1,1,0,574.825,630.975,653.1125,1160,1.0,0.984375,0.953125,0,7,30,0.0,0.0875,0.1875,25,21,4,104498,1.0,1.0
main,capsule_conflict_aware,7322,160,100,1,100,1,1,0,568.675,627.0125,647.90625,1139,1.0,1.0,0.984375,0,3,27,0.0,0.0375,0.16875,24,20,4,103665,1.0,1.0
pressure_disabled_null,continuous_full_history,7322,160,161,0,,1,1,1,1335.625,2400.8,4500.15,8635,1.0,0.96354167,0.9453125,0,16,43,0.0,0.2,0.26875,0,0,0,720024,1.0,1.0
pressure_disabled_null,verified_inheritance_capsule,7322,160,100,1,100,1,1,0,574.825,630.75,648.575,1165,1.0,0.96354167,0.88020833,0,16,78,0.0,0.2,0.4875,28,24,4,103772,1.0,1.0
main,continuous_full_history,7323,160,60,1,60,1,0,0,1352.85,2407.1,4509.95,8719,1.0,0.77604167,0.609375,0,39,119,0.0,0.4875,0.74375,0,0,0,721592,0.4166666667,0.0
main,ordinary_summary_reset,7323,160,40,1,40,0,0,0,718.85,710.6,714.7,1196,0.97916667,0.91666667,0.92447917,0,20,65,0.0,0.25,0.40625,0,0,0,114352,1.0,1.0
main,verified_inheritance_capsule,7323,160,161,0,,1,1,1,587.05,620.625,656.95,1175,1.0,1.0,0.96614583,0,3,31,0.0,0.0375,0.19375,22,22,0,105112,1.0,1.0
main,capsule_conflict_aware,7323,160,161,0,,1,1,1,588.425,623.675,652.35,1169,1.0,1.0,0.984375,0,4,14,0.0,0.05,0.0875,22,22,0,104376,1.0,1.0
pressure_disabled_null,continuous_full_history,7323,160,161,0,,1,1,1,1352.85,2407.1,4509.95,8719,0.95833333,0.97916667,0.98958333,14,31,45,0.35,0.3875,0.28125,0,0,0,721592,1.0,1.0
pressure_disabled_null,verified_inheritance_capsule,7323,160,161,0,,1,1,1,587.95,630.7,660.8625,1162,0.95833333,0.97916667,0.98958333,14,31,45,0.35,0.3875,0.28125,21,21,0,105738,1.0,1.0
main,continuous_full_history,7324,160,20,1,20,0,0,0,1391.675,2439.575,4570.4625,8795,0.88541667,0.71354167,0.50520833,20,60,140,0.5,0.75,0.875,0,0,0,731274,0.25,0.0
main,ordinary_summary_reset,7324,160,20,1,20,0,0,0,742.675,725.575,722.7125,1206,0.875,0.9375,0.90104167,20,20,58,0.5,0.25,0.3625,0,0,0,115634,1.0,1.0
main,verified_inheritance_capsule,7324,160,161,0,,1,1,1,614.925,645.9,672.7875,1157,0.91666667,0.95833333,0.95833333,16,16,36,0.4,0.2,0.225,23,21,0,107646,1.0,1.0
main,capsule_conflict_aware,7324,160,140,1,140,1,1,0,604.65,646.8125,661.29375,1172,0.875,0.9375,0.96354167,23,23,25,0.575,0.2875,0.15625,24,22,1,105807,1.0,1.0
pressure_disabled_null,continuous_full_history,7324,160,161,0,,1,1,1,1391.675,2439.575,4570.4625,8795,1.0,0.98958333,0.984375,14,20,44,0.35,0.25,0.275,0,0,0,731274,1.0,1.0
pressure_disabled_null,verified_inheritance_capsule,7324,160,161,0,,1,1,1,611.775,638.525,669.4375,1179,1.0,0.98958333,0.984375,14,20,46,0.35,0.25,0.2875,24,22,0,107110,1.0,1.0
main,continuous_full_history,7325,160,20,1,20,0,0,0,1324.0,2398.275,4528.08125,8715,0.78125,0.671875,0.52604167,29,69,149,0.725,0.8625,0.93125,0,0,0,724493,0.25,0.0
main,ordinary_summary_reset,7325,160,20,1,20,0,0,0,705.0,714.275,712.83125,1193,0.875,0.84895833,0.8515625,29,69,128,0.725,0.8625,0.8,0,0,0,114053,1.0,1.0
main,verified_inheritance_capsule,7325,160,161,0,,1,1,1,564.3,631.05,658.25625,1173,0.96875,0.96354167,0.9453125,11,21,60,0.275,0.2625,0.375,23,23,0,105321,1.0,1.0
main,capsule_conflict_aware,7325,160,161,0,,1,1,1,584.05,631.5875,656.375,1167,1.0,1.0,0.9765625,6,7,37,0.15,0.0875,0.23125,22,21,0,105020,1.0,1.0
pressure_disabled_null,continuous_full_history,7325,160,161,0,,1,1,1,1324.0,2398.275,4528.08125,8715,1.0,1.0,0.9609375,0,0,36,0.0,0.0,0.225,0,0,0,724493,1.0,1.0
pressure_disabled_null,verified_inheritance_capsule,7325,160,161,0,,1,1,1,573.2,632.575,662.48125,1159,1.0,1.0,0.9609375,0,0,36,0.0,0.0,0.225,21,21,0,105997,1.0,1.0
main,continuous_full_history,7326,160,20,1,20,0,0,0,1303.5,2360.4875,4494.875,8705,0.64583333,0.47395833,0.34635417,29,69,149,0.725,0.8625,0.93125,0,0,0,719180,0.25,0.0
main,ordinary_summary_reset,7326,160,20,1,20,0,0,0,689.5,703.9875,708.375,1189,0.90625,0.83333333,0.84895833,29,67,142,0.725,0.8375,0.8875,0,0,0,113340,0.9166666667,0.8333333333
main,verified_inheritance_capsule,7326,160,100,1,100,1,1,0,564.0,626.7875,659.325,1253,0.97916667,0.98958333,0.92708333,9,12,50,0.225,0.15,0.3125,31,23,7,105492,1.0,1.0
main,capsule_conflict_aware,7326,160,100,1,100,1,1,0,574.425,628.0875,656.29375,1181,1.0,1.0,0.94791667,4,8,29,0.1,0.1,0.18125,27,22,4,105007,1.0,1.0
pressure_disabled_null,continuous_full_history,7326,160,161,0,,1,1,1,1303.5,2360.4875,4494.875,8705,0.97916667,0.98958333,0.98958333,6,6,19,0.15,0.075,0.11875,0,0,0,719180,1.0,1.0
pressure_disabled_null,verified_inheritance_capsule,7326,160,100,1,100,1,1,0,558.6,622.9625,655.85,1217,0.97916667,0.98958333,0.92708333,6,7,38,0.15,0.0875,0.2375,30,23,7,104936,1.0,1.0
main,continuous_full_history,7327,160,60,1,60,1,0,0,1335.2,2374.0375,4458.03125,8592,0.98958333,0.84895833,0.54947917,10,49,129,0.25,0.6125,0.80625,0,0,0,713285,0.1666666667,0.0
main,ordinary_summary_reset,7327,160,20,1,20,0,0,0,711.2,712.5375,709.03125,1166,0.80208333,0.859375,0.796875,20,40,117,0.5,0.5,0.73125,0,0,0,113445,1.0,1.0
main,verified_inheritance_capsule,7327,160,40,1,40,0,0,0,589.75,644.3375,659.13125,1137,0.88541667,0.921875,0.95572917,20,40,40,0.5,0.5,0.25,30,20,10,105461,0.8333333333,0.8333333333
main,capsule_conflict_aware,7327,160,40,1,40,0,0,0,587.0,641.7125,655.15625,1137,0.91666667,0.9375,0.9375,20,40,53,0.5,0.5,0.33125,28,19,8,104825,0.8333333333,0.8333333333
pressure_disabled_null,continuous_full_history,7327,160,161,0,,1,1,1,1335.2,2374.0375,4458.03125,8592,1.0,0.96354167,0.97135417,0,21,31,0.0,0.2625,0.19375,0,0,0,713285,1.0,1.0
pressure_disabled_null,verified_inheritance_capsule,7327,160,40,1,40,0,0,0,588.4,621.1125,648.75625,1167,0.91666667,0.88020833,0.91145833,20,56,85,0.5,0.7,0.53125,32,22,9,103801,0.8333333333,0.8333333333
main,continuous_full_history,7328,160,60,1,60,1,0,0,1356.775,2402.175,4510.8625,8719,1.0,0.83333333,0.609375,0,33,113,0.0,0.4125,0.70625,0,0,0,721738,0.25,0.0
main,ordinary_summary_reset,7328,160,40,1,40,0,0,0,717.775,713.175,719.3625,1193,0.89583333,0.90625,0.85677083,15,43,102,0.375,0.5375,0.6375,0,0,0,115098,1.0,1.0
main,verified_inheritance_capsule,7328,160,100,1,100,1,1,0,597.175,640.0,670.9,1153,0.875,0.9375,0.953125,35,37,64,0.875,0.4625,0.4,23,21,1,107344,1.0,1.0
main,capsule_conflict_aware,7328,160,161,0,,1,1,1,577.8,624.1625,651.1125,1132,0.97916667,0.98958333,0.99479167,20,22,23,0.5,0.275,0.14375,23,20,0,104178,1.0,1.0
pressure_disabled_null,continuous_full_history,7328,160,161,0,,1,1,1,1356.775,2402.175,4510.8625,8719,1.0,1.0,0.9921875,0,8,25,0.0,0.1,0.15625,0,0,0,721738,1.0,1.0
pressure_disabled_null,verified_inheritance_capsule,7328,160,100,1,100,1,1,0,599.425,632.9,664.325,1141,0.89583333,0.890625,0.93229167,20,38,75,0.5,0.475,0.46875,27,24,1,106292,1.0,1.0
main,continuous_full_history,7329,160,40,1,40,0,0,0,1346.3,2392.2125,4483.975,8635,0.88541667,0.609375,0.48697917,17,57,137,0.425,0.7125,0.85625,0,0,0,717436,0.25,0.0
main,ordinary_summary_reset,7329,160,80,1,80,1,0,0,717.3,713.2125,711.225,1173,1.0,0.92708333,0.88802083,0,25,85,0.0,0.3125,0.53125,0,0,0,113796,1.0,1.0
main,verified_inheritance_capsule,7329,160,20,1,20,0,0,0,611.05,639.4125,660.775,1171,0.82291667,0.84895833,0.91927083,20,45,56,0.5,0.5625,0.35,44,24,20,105724,1.0,1.0
main,capsule_conflict_aware,7329,160,20,1,20,0,0,0,610.05,634.85,657.7375,1157,0.78125,0.86458333,0.92708333,20,31,49,0.5,0.3875,0.30625,42,22,19,105238,1.0,1.0
pressure_disabled_null,continuous_full_history,7329,160,161,0,,1,1,1,1346.3,2392.2125,4483.975,8635,0.91666667,0.95833333,0.953125,17,18,35,0.425,0.225,0.21875,0,0,0,717436,1.0,1.0
pressure_disabled_null,verified_inheritance_capsule,7329,160,20,1,20,0,0,0,611.05,642.9625,662.8,1171,0.80208333,0.90104167,0.92447917,20,21,42,0.5,0.2625,0.2625,44,24,20,106048,1.0,1.0
main,continuous_full_history,7330,160,20,1,20,0,0,0,1323.45,2377.325,4465.68125,8612,0.71875,0.54166667,0.390625,25,65,145,0.625,0.8125,0.90625,0,0,0,714509,0.25,0.1666666667
main,ordinary_summary_reset,7330,160,20,1,20,0,0,0,704.45,713.325,710.43125,1159,0.88541667,0.875,0.875,25,55,115,0.625,0.6875,0.71875,0,0,0,113669,1.0,0.8333333333
main,verified_inheritance_capsule,7330,160,80,1,80,1,0,0,572.65,632.3,657.16875,1161,1.0,0.98958333,0.9296875,0,3,63,0.0,0.0375,0.39375,23,20,3,105147,1.0,1.0
main,capsule_conflict_aware,7330,160,80,1,80,1,0,0,568.175,621.85,642.81875,1141,0.96875,0.95833333,0.92447917,7,12,52,0.175,0.15,0.325,28,22,7,102851,1.0,1.0
pressure_disabled_null,continuous_full_history,7330,160,161,0,,1,1,1,1323.45,2377.325,4465.68125,8612,0.92708333,0.95833333,0.96875,16,35,49,0.4,0.4375,0.30625,0,0,0,714509,1.0,1.0
pressure_disabled_null,verified_inheritance_capsule,7330,160,80,1,80,1,0,0,575.35,638.15,663.65625,1143,0.92708333,0.94791667,0.88802083,16,35,102,0.4,0.4375,0.6375,23,20,4,106185,1.0,1.0
main,continuous_full_history,7331,160,40,1,40,0,0,0,1334.075,2374.4875,4457.04375,8595,0.75,0.41666667,0.27604167,16,56,136,0.4,0.7,0.85,0,0,0,713127,0.0833333333,0.0
main,ordinary_summary_reset,7331,160,80,1,80,1,0,0,705.075,705.4875,708.04375,1166,0.84375,0.91145833,0.87760417,16,16,76,0.4,0.2,0.475,0,0,0,113287,1.0,1.0
main,verified_inheritance_capsule,7331,160,20,1,20,0,0,0,596.025,628.0625,654.09375,1189,0.80208333,0.90104167,0.93489583,20,20,38,0.5,0.25,0.2375,27,22,5,104655,1.0,1.0
main,capsule_conflict_aware,7331,160,20,1,20,0,0,0,590.825,620.1875,648.1875,1149,0.8125,0.90625,0.953125,20,20,21,0.5,0.25,0.13125,24,21,3,103710,1.0,1.0
pressure_disabled_null,continuous_full_history,7331,160,161,0,,1,1,1,1334.075,2374.4875,4457.04375,8595,1.0,1.0,0.98958333,0,0,15,0.0,0.0,0.09375,0,0,0,713127,1.0,1.0
pressure_disabled_null,verified_inheritance_capsule,7331,160,20,1,20,0,0,0,588.375,631.7875,656.40625,1130,0.77083333,0.88541667,0.93229167,20,20,35,0.5,0.25,0.21875,25,20,5,105025,1.0,1.0
main,continuous_full_history,7332,160,40,1,40,0,0,0,1323.8,2364.0375,4459.6125,8605,0.89583333,0.71354167,0.60677083,16,56,136,0.4,0.7,0.85,0,0,0,713538,0.5833333333,0.1666666667
main,ordinary_summary_reset,7332,160,120,1,120,1,1,0,704.8,700.0375,708.1125,1193,0.91666667,0.94791667,0.91145833,16,28,86,0.4,0.35,0.5375,0,0,0,113298,0.9166666667,0.8333333333
main,verified_inheritance_capsule,7332,160,161,0,,1,1,1,573.0,624.8625,649.5125,1185,1.0,0.94270833,0.96354167,0,20,38,0.0,0.25,0.2375,24,23,0,103922,1.0,1.0
main,capsule_conflict_aware,7332,160,161,0,,1,1,1,577.25,622.525,646.90625,1138,0.95833333,0.93229167,0.96614583,10,30,37,0.25,0.375,0.23125,22,21,0,103505,1.0,1.0
pressure_disabled_null,continuous_full_history,7332,160,161,0,,1,1,1,1323.8,2364.0375,4459.6125,8605,0.98958333,0.953125,0.95572917,7,21,56,0.175,0.2625,0.35,0,0,0,713538,1.0,1.0
pressure_disabled_null,verified_inheritance_capsule,7332,160,161,0,,1,1,1,580.65,638.3625,661.525,1153,0.95833333,0.89583333,0.92708333,14,48,83,0.35,0.6,0.51875,23,22,0,105844,1.0,1.0
main,continuous_full_history,7333,160,40,1,40,0,0,0,1316.8,2358.8875,4459.74375,8655,0.89583333,0.80729167,0.65625,18,58,138,0.45,0.725,0.8625,0,0,0,713559,0.3333333333,0.0
main,ordinary_summary_reset,7333,160,120,1,120,1,1,0,702.8,704.8875,708.24375,1189,0.82291667,0.890625,0.8828125,32,45,97,0.8,0.5625,0.60625,0,0,0,113319,0.8333333333,0.8333333333
main,verified_inheritance_capsule,7333,160,161,0,,1,1,1,571.45,623.4125,653.83125,1155,1.0,1.0,0.97916667,2,2,15,0.05,0.025,0.09375,22,21,0,104613,1.0,1.0
main,capsule_conflict_aware,7333,160,161,0,,1,1,1,562.725,619.925,648.125,1155,0.97916667,0.96875,0.96875,9,23,37,0.225,0.2875,0.23125,22,21,0,103700,1.0,1.0
pressure_disabled_null,continuous_full_history,7333,160,161,0,,1,1,1,1316.8,2358.8875,4459.74375,8655,1.0,0.98958333,0.98697917,0,11,18,0.0,0.1375,0.1125,0,0,0,713559,1.0,1.0
pressure_disabled_null,verified_inheritance_capsule,7333,160,161,0,,1,1,1,571.0,625.2125,653.94375,1173,1.0,0.98958333,0.98697917,0,11,19,0.0,0.1375,0.11875,22,21,0,104631,1.0,1.0
main,continuous_full_history,7334,160,20,1,20,0,0,0,1315.2,2365.9375,4463.78125,8642,0.79166667,0.55208333,0.40625,20,60,140,0.5,0.75,0.875,0,0,0,714205,0.3333333333,0.1666666667
main,ordinary_summary_reset,7334,160,80,1,80,1,0,0,696.2,711.9375,711.03125,1193,0.97916667,0.96875,0.90104167,5,5,40,0.125,0.0625,0.25,0,0,0,113765,0.75,0.8333333333
main,verified_inheritance_capsule,7334,160,120,1,120,1,1,0,567.1,631.5875,661.33125,1168,1.0,1.0,0.8828125,4,4,57,0.1,0.05,0.35625,26,21,4,105813,1.0,1.0
main,capsule_conflict_aware,7334,160,120,1,120,1,1,0,565.475,621.9875,649.84375,1169,1.0,1.0,0.89322917,6,6,46,0.15,0.075,0.2875,27,21,4,103975,1.0,1.0
pressure_disabled_null,continuous_full_history,7334,160,161,0,,1,1,1,1315.2,2365.9375,4463.78125,8642,1.0,0.9375,0.953125,5,24,36,0.125,0.3,0.225,0,0,0,714205,1.0,1.0
pressure_disabled_null,verified_inheritance_capsule,7334,160,120,1,120,1,1,0,564.85,635.6375,658.96875,1159,1.0,0.9375,0.8984375,5,24,45,0.125,0.3,0.28125,26,21,4,105435,1.0,1.0
main,continuous_full_history,7335,160,20,1,20,0,0,0,1349.875,2417.9875,4527.94375,8719,0.79166667,0.5625,0.38020833,24,64,144,0.6,0.8,0.9,0,0,0,724471,0.0833333333,0.0
main,ordinary_summary_reset,7335,160,140,1,140,1,1,0,710.875,716.4875,711.44375,1183,0.90625,0.953125,0.95572917,20,29,64,0.5,0.3625,0.4,0,0,0,113831,1.0,1.0
main,verified_inheritance_capsule,7335,160,100,1,100,1,1,0,596.175,637.5375,663.44375,1193,0.90625,0.953125,0.88020833,20,24,103,0.5,0.3,0.64375,34,24,7,106151,1.0,1.0
main,capsule_conflict_aware,7335,160,40,1,40,0,0,0,580.675,638.0125,659.425,1147,0.96875,0.984375,0.91145833,0,3,66,0.0,0.0375,0.4125,30,23,7,105508,1.0,1.0
pressure_disabled_null,continuous_full_history,7335,160,161,0,,1,1,1,1349.875,2417.9875,4527.94375,8719,1.0,1.0,0.97135417,0,0,29,0.0,0.0,0.18125,0,0,0,724471,1.0,1.0
pressure_disabled_null,verified_inheritance_capsule,7335,160,100,1,100,1,1,0,579.075,634.7875,663.74375,1185,1.0,1.0,0.9140625,0,0,61,0.0,0.0,0.38125,31,22,7,106199,1.0,1.0
main,continuous_full_history,7336,160,40,1,40,0,0,0,1360.45,2443.85,4577.76875,8822,0.95833333,0.66145833,0.46614583,5,45,125,0.125,0.5625,0.78125,0,0,0,732443,0.25,0.0
main,ordinary_summary_reset,7336,160,120,1,120,1,1,0,721.45,722.35,717.51875,1203,1.0,0.984375,0.95052083,0,12,52,0.0,0.15,0.325,0,0,0,114803,1.0,1.0
main,verified_inheritance_capsule,7336,160,60,1,60,1,0,0,589.65,643.525,655.61875,1205,1.0,0.95833333,0.95833333,0,20,53,0.0,0.25,0.33125,27,23,3,104899,1.0,1.0
main,capsule_conflict_aware,7336,160,60,1,60,1,0,0,583.9,633.45,654.1875,1188,1.0,0.94791667,0.96354167,0,20,32,0.0,0.25,0.2,26,22,4,104670,1.0,1.0
pressure_disabled_null,continuous_full_history,7336,160,161,0,,1,1,1,1360.45,2443.85,4577.76875,8822,1.0,1.0,0.97916667,0,0,20,0.0,0.0,0.125,0,0,0,732443,1.0,1.0
pressure_disabled_null,verified_inheritance_capsule,7336,160,60,1,60,1,0,0,589.65,644.875,663.78125,1187,1.0,0.94791667,0.94791667,0,20,46,0.0,0.25,0.2875,25,21,3,106205,1.0,1.0
main,continuous_full_history,7337,160,40,1,40,0,0,0,1337.45,2359.575,4448.45,8599,0.88541667,0.75520833,0.5078125,18,58,138,0.45,0.725,0.8625,0,0,0,711752,0.1666666667,0.1666666667
main,ordinary_summary_reset,7337,160,140,1,140,1,1,0,718.45,713.075,714.45,1166,0.98958333,0.95833333,0.9296875,7,24,58,0.175,0.3,0.3625,0,0,0,114312,0.8333333333,0.8333333333
main,verified_inheritance_capsule,7337,160,40,1,40,0,0,0,588.45,630.525,661.95,1156,0.98958333,0.94791667,0.96614583,4,24,39,0.1,0.3,0.24375,25,23,3,105912,1.0,1.0
main,capsule_conflict_aware,7337,160,40,1,40,0,0,0,570.425,625.225,652.6375,1174,1.0,0.91666667,0.95052083,0,20,23,0.0,0.25,0.14375,23,22,2,104422,1.0,1.0
pressure_disabled_null,continuous_full_history,7337,160,161,0,,1,1,1,1337.45,2359.575,4448.45,8599,1.0,1.0,0.984375,15,15,32,0.375,0.1875,0.2,0,0,0,711752,1.0,1.0
pressure_disabled_null,verified_inheritance_capsule,7337,160,40,1,40,0,0,0,603.85,637.775,667.6,1150,0.80208333,0.875,0.8984375,17,37,92,0.425,0.4625,0.575,26,24,3,106816,1.0,1.0
main,continuous_full_history,7338,160,20,1,20,0,0,0,1339.95,2407.3,4529.0125,8729,0.77083333,0.578125,0.33333333,20,60,140,0.5,0.75,0.875,0,0,0,724642,0.1666666667,0.0
main,ordinary_summary_reset,7338,160,161,0,,1,1,1,710.95,710.8,715.0125,1176,1.0,0.96875,0.96875,0,16,31,0.0,0.2,0.19375,0,0,0,114402,1.0,1.0
main,verified_inheritance_capsule,7338,160,80,1,80,1,0,0,579.15,630.65,666.1375,1173,1.0,0.99479167,0.9140625,0,1,41,0.0,0.0125,0.25625,32,20,11,106582,1.0,1.0
main,capsule_conflict_aware,7338,160,80,1,80,1,0,0,573.7,623.75,656.525,1177,1.0,0.99479167,0.921875,0,1,41,0.0,0.0125,0.25625,41,20,21,105044,1.0,1.0
pressure_disabled_null,continuous_full_history,7338,160,161,0,,1,1,1,1339.95,2407.3,4529.0125,8729,1.0,0.96875,0.984375,0,17,27,0.0,0.2125,0.16875,0,0,0,724642,1.0,1.0
