world,mode,seed,declared_horizon,n_f,failed,first_failure_cycle,survival_40,survival_80,survival_160,mean_active_context_tokens_40,mean_active_context_tokens_80,mean_active_context_tokens_160,peak_active_context_tokens,mean_checkpoint_accuracy_40,mean_checkpoint_accuracy_80,mean_checkpoint_accuracy_160,critical_omissions_40,critical_omissions_80,critical_omissions_160,critical_omission_rate_40,critical_omission_rate_80,critical_omission_rate_160,external_retrievals,successful_retrievals,quarantines,total_active_token_work,final_config_accuracy,final_requirement_accuracy
main,capsule_conflict_aware,7377,160,80,1,80,1,0,0,587.625,625.9875,649.6875,1151,0.97916667,0.92708333,0.921875,11,26,53,0.275,0.325,0.33125,25,23,2,103950,1.0,1.0
pressure_disabled_null,continuous_full_history,7377,160,161,0,,1,1,1,1346.3,2396.9125,4479.725,8649,0.9375,0.91145833,0.9453125,16,43,66,0.4,0.5375,0.4125,0,0,0,716756,1.0,1.0
pressure_disabled_null,verified_inheritance_capsule,7377,160,80,1,80,1,0,0,597.3,647.9375,663.05,1167,0.9375,0.90104167,0.88541667,16,43,69,0.4,0.5375,0.43125,25,23,2,106088,1.0,1.0
main,continuous_full_history,7378,160,20,1,20,0,0,0,1333.875,2390.075,4480.14375,8635,0.86458333,0.609375,0.47135417,38,78,158,0.95,0.975,0.9875,0,0,0,716823,0.3333333333,0.0
main,ordinary_summary_reset,7378,160,40,1,40,0,0,0,714.875,716.075,716.14375,1173,0.91666667,0.78645833,0.78125,22,62,121,0.55,0.775,0.75625,0,0,0,114583,1.0,1.0
main,verified_inheritance_capsule,7378,160,161,0,,1,1,1,587.125,636.4,665.90625,1157,0.9375,0.96875,0.9296875,18,18,41,0.45,0.225,0.25625,21,21,0,106545,1.0,1.0
main,capsule_conflict_aware,7378,160,161,0,,1,1,1,584.425,624.0375,648.6875,1153,0.9375,0.96875,0.96875,20,21,36,0.5,0.2625,0.225,21,21,0,103790,1.0,1.0
pressure_disabled_null,continuous_full_history,7378,160,161,0,,1,1,1,1333.875,2390.075,4480.14375,8635,1.0,1.0,0.97135417,2,2,31,0.05,0.025,0.19375,0,0,0,716823,1.0,1.0
pressure_disabled_null,verified_inheritance_capsule,7378,160,161,0,,1,1,1,586.225,635.95,666.46875,1179,1.0,1.0,0.96875,2,2,31,0.05,0.025,0.19375,21,21,0,106635,1.0,1.0
main,continuous_full_history,7379,160,20,1,20,0,0,0,1324.625,2387.725,4505.5625,8685,0.83333333,0.63541667,0.46354167,21,61,141,0.525,0.7625,0.88125,0,0,0,720890,0.4166666667,0.0
main,ordinary_summary_reset,7379,160,100,1,100,1,1,0,710.625,713.725,711.5625,1183,0.9375,0.94270833,0.88802083,16,34,88,0.4,0.425,0.55,0,0,0,113850,1.0,1.0
main,verified_inheritance_capsule,7379,160,160,1,160,1,1,0,590.925,640.1,660.325,1167,0.91666667,0.93229167,0.91666667,21,37,72,0.525,0.4625,0.45,23,22,0,105652,0.8333333333,0.8333333333
main,capsule_conflict_aware,7379,160,160,1,160,1,1,0,583.95,629.675,650.8,1143,0.94791667,0.95833333,0.9375,24,35,55,0.6,0.4375,0.34375,23,21,1,104128,0.8333333333,0.8333333333
pressure_disabled_null,continuous_full_history,7379,160,161,0,,1,1,1,1324.625,2387.725,4505.5625,8685,0.9375,0.96875,0.984375,14,14,23,0.35,0.175,0.14375,0,0,0,720890,1.0,1.0
pressure_disabled_null,verified_inheritance_capsule,7379,160,160,1,160,1,1,0,583.275,634.25,656.25,1149,0.9375,0.96875,0.97916667,15,15,24,0.375,0.1875,0.15,22,21,0,105000,0.8333333333,0.8333333333
main,continuous_full_history,7380,160,20,1,20,0,0,0,1356.225,2422.625,4533.09375,8729,0.625,0.41145833,0.34375,30,70,150,0.75,0.875,0.9375,0,0,0,725295,0.1666666667,0.0
main,ordinary_summary_reset,7380,160,140,1,140,1,1,0,712.225,708.625,710.34375,1189,0.95833333,0.96875,0.953125,10,18,39,0.25,0.225,0.24375,0,0,0,113655,1.0,1.0
main,verified_inheritance_capsule,7380,160,120,1,120,1,1,0,584.475,631.65,656.60625,1142,0.95833333,0.96875,0.97916667,10,18,18,0.25,0.225,0.1125,22,22,1,105057,1.0,1.0
main,capsule_conflict_aware,7380,160,80,1,80,1,0,0,588.15,626.125,651.0125,1149,1.0,0.98958333,0.98958333,0,0,0,0.0,0.0,0.0,23,23,2,104162,1.0,1.0
pressure_disabled_null,continuous_full_history,7380,160,161,0,,1,1,1,1356.225,2422.625,4533.09375,8729,1.0,0.98958333,0.98177083,0,9,46,0.0,0.1125,0.2875,0,0,0,725295,1.0,1.0
pressure_disabled_null,verified_inheritance_capsule,7380,160,161,0,,1,1,1,580.425,630.75,660.58125,1189,1.0,0.953125,0.9609375,0,26,79,0.0,0.325,0.49375,22,22,0,105693,1.0,1.0
main,continuous_full_history,7381,160,20,1,20,0,0,0,1366.4,2413.775,4514.38125,8652,0.72916667,0.5625,0.55989583,30,70,150,0.75,0.875,0.9375,0,0,0,722301,0.5,0.0
main,ordinary_summary_reset,7381,160,120,1,120,1,1,0,722.4,712.275,716.63125,1196,0.88541667,0.94270833,0.9296875,22,27,74,0.55,0.3375,0.4625,0,0,0,114661,1.0,1.0
main,verified_inheritance_capsule,7381,160,40,1,40,0,0,0,589.8,639.55,670.14375,1149,0.86458333,0.90104167,0.92708333,22,44,72,0.55,0.55,0.45,30,21,9,107223,1.0,1.0
main,capsule_conflict_aware,7381,160,40,1,40,0,0,0,592.65,632.25,663.15,1179,0.95833333,0.94791667,0.94791667,5,25,56,0.125,0.3125,0.35,31,20,12,106104,1.0,1.0
pressure_disabled_null,continuous_full_history,7381,160,161,0,,1,1,1,1366.4,2413.775,4514.38125,8652,0.875,0.93229167,0.96614583,14,25,29,0.35,0.3125,0.18125,0,0,0,722301,1.0,1.0
pressure_disabled_null,verified_inheritance_capsule,7381,160,40,1,40,0,0,0,601.4,644.8,670.99375,1176,0.85416667,0.83854167,0.88541667,14,52,91,0.35,0.65,0.56875,31,22,8,107359,1.0,1.0
main,continuous_full_history,7382,160,20,1,20,0,0,0,1333.15,2392.1,4508.15,8679,0.96875,0.65625,0.4921875,20,60,140,0.5,0.75,0.875,0,0,0,721304,0.25,0.0
main,ordinary_summary_reset,7382,160,20,1,20,0,0,0,724.15,725.6,717.9,1196,0.91666667,0.875,0.90625,20,50,84,0.5,0.625,0.525,0,0,0,114864,1.0,0.8333333333
main,verified_inheritance_capsule,7382,160,20,1,20,0,0,0,608.1,655.825,665.9875,1207,0.82291667,0.79166667,0.86979167,20,54,83,0.5,0.675,0.51875,35,21,13,106558,1.0,1.0
main,capsule_conflict_aware,7382,160,20,1,20,0,0,0,592.4,647.8375,658.03125,1189,0.83333333,0.81770833,0.90885417,22,42,42,0.55,0.525,0.2625,42,21,22,105285,1.0,1.0
pressure_disabled_null,continuous_full_history,7382,160,161,0,,1,1,1,1333.15,2392.1,4508.15,8679,1.0,0.93229167,0.95572917,1,17,32,0.025,0.2125,0.2,0,0,0,721304,1.0,1.0
pressure_disabled_null,verified_inheritance_capsule,7382,160,20,1,20,0,0,0,584.75,628.3,654.9125,1183,0.84375,0.78645833,0.8828125,21,57,72,0.525,0.7125,0.45,36,23,13,104786,1.0,1.0
main,continuous_full_history,7383,160,20,1,20,0,0,0,1313.2,2370.4875,4504.7,8739,0.69791667,0.52604167,0.43229167,20,60,140,0.5,0.75,0.875,0,0,0,720752,0.3333333333,0.0
main,ordinary_summary_reset,7383,160,80,1,80,1,0,0,709.2,711.4875,713.2,1193,0.8125,0.85416667,0.796875,28,42,116,0.7,0.525,0.725,0,0,0,114112,1.0,1.0
main,verified_inheritance_capsule,7383,160,161,0,,1,1,1,581.45,624.2125,658.7375,1195,0.97916667,0.96875,0.91666667,10,20,66,0.25,0.25,0.4125,26,23,0,105398,1.0,1.0
main,capsule_conflict_aware,7383,160,161,0,,1,1,1,581.9,628.5,652.0375,1181,0.95833333,0.95833333,0.9453125,15,25,65,0.375,0.3125,0.40625,24,22,0,104326,1.0,1.0
pressure_disabled_null,continuous_full_history,7383,160,161,0,,1,1,1,1313.2,2370.4875,4504.7,8739,0.86458333,0.90104167,0.95052083,20,35,35,0.5,0.4375,0.21875,0,0,0,720752,1.0,1.0
pressure_disabled_null,verified_inheritance_capsule,7383,160,161,0,,1,1,1,579.65,634.0625,660.5875,1159,0.86458333,0.90104167,0.95052083,20,35,56,0.5,0.4375,0.35,22,20,0,105694,1.0,1.0
main,continuous_full_history,7384,160,20,1,20,0,0,0,1357.625,2431.55,4552.5375,8745,0.82291667,0.56770833,0.453125,27,67,147,0.675,0.8375,0.91875,0,0,0,728406,0.4166666667,0.0
main,ordinary_summary_reset,7384,160,20,1,20,0,0,0,723.625,720.05,714.7875,1186,0.8125,0.89583333,0.92708333,27,34,80,0.675,0.425,0.5,0,0,0,114366,1.0,1.0
main,verified_inheritance_capsule,7384,160,161,0,,1,1,1,593.625,640.6,661.0625,1152,0.98958333,0.984375,0.98177083,7,14,38,0.175,0.175,0.2375,21,21,0,105770,1.0,1.0
main,capsule_conflict_aware,7384,160,161,0,,1,1,1,578.5,630.2625,654.8125,1152,0.98958333,0.99479167,0.97916667,7,7,25,0.175,0.0875,0.15625,21,21,0,104770,1.0,1.0
pressure_disabled_null,continuous_full_history,7384,160,161,0,,1,1,1,1357.625,2431.55,4552.5375,8745,1.0,1.0,1.0,0,0,3,0.0,0.0,0.01875,0,0,0,728406,1.0,1.0
pressure_disabled_null,verified_inheritance_capsule,7384,160,161,0,,1,1,1,591.825,641.275,659.7125,1152,1.0,1.0,1.0,0,0,3,0.0,0.0,0.01875,21,21,0,105554,1.0,1.0
main,continuous_full_history,7385,160,20,1,20,0,0,0,1310.925,2364.4,4468.15625,8632,0.51041667,0.41145833,0.37760417,33,73,153,0.825,0.9125,0.95625,0,0,0,714905,0.4166666667,0.0
main,ordinary_summary_reset,7385,160,40,1,40,0,0,0,701.925,710.4,712.90625,1183,0.9375,0.9375,0.9296875,13,35,59,0.325,0.4375,0.36875,0,0,0,114065,1.0,1.0
main,verified_inheritance_capsule,7385,160,20,1,20,0,0,0,569.225,622.65,654.58125,1167,0.84375,0.921875,0.91666667,33,36,73,0.825,0.45,0.45625,29,22,6,104733,0.75,0.8333333333
main,capsule_conflict_aware,7385,160,20,1,20,0,0,0,586.925,626.05,648.9125,1185,0.90625,0.953125,0.92708333,20,21,62,0.5,0.2625,0.3875,29,22,7,103826,0.75,0.8333333333
pressure_disabled_null,continuous_full_history,7385,160,161,0,,1,1,1,1310.925,2364.4,4468.15625,8632,0.91666667,0.95833333,0.92708333,10,10,51,0.25,0.125,0.31875,0,0,0,714905,1.0,1.0
pressure_disabled_null,verified_inheritance_capsule,7385,160,20,1,20,0,0,0,578.125,633.575,660.91875,1174,0.83333333,0.91666667,0.86197917,30,31,80,0.75,0.3875,0.5,29,22,8,105747,0.75,0.8333333333
main,continuous_full_history,7386,160,20,1,20,0,0,0,1358.425,2407.75,4495.93125,8605,0.67708333,0.47395833,0.28385417,28,68,148,0.7,0.85,0.925,0,0,0,719349,0.0833333333,0.0
main,ordinary_summary_reset,7386,160,60,1,60,1,0,0,724.425,708.75,708.18125,1186,0.83333333,0.89583333,0.86458333,28,48,128,0.7,0.6,0.8,0,0,0,113309,1.0,1.0
main,verified_inheritance_capsule,7386,160,161,0,,1,1,1,595.775,628.85,651.54375,1170,0.95833333,0.97916667,0.97916667,22,22,35,0.55,0.275,0.21875,23,22,0,104247,1.0,1.0
main,capsule_conflict_aware,7386,160,161,0,,1,1,1,588.675,616.9125,638.1125,1145,1.0,1.0,0.99739583,0,0,17,0.0,0.0,0.10625,23,22,0,102098,1.0,1.0
pressure_disabled_null,continuous_full_history,7386,160,161,0,,1,1,1,1358.425,2407.75,4495.93125,8605,1.0,0.953125,0.93489583,3,21,41,0.075,0.2625,0.25625,0,0,0,719349,1.0,1.0
pressure_disabled_null,verified_inheritance_capsule,7386,160,161,0,,1,1,1,593.075,629.575,656.71875,1152,1.0,0.94270833,0.9296875,3,26,47,0.075,0.325,0.29375,23,22,0,105075,1.0,1.0
main,continuous_full_history,7387,160,20,1,20,0,0,0,1350.2,2402.525,4517.61875,8665,0.59375,0.41145833,0.27604167,21,61,141,0.525,0.7625,0.88125,0,0,0,722819,0.1666666667,0.0
main,ordinary_summary_reset,7387,160,40,1,40,0,0,0,721.2,721.025,716.11875,1193,0.94791667,0.85416667,0.85677083,1,34,72,0.025,0.425,0.45,0,0,0,114579,1.0,1.0
main,verified_inheritance_capsule,7387,160,60,1,60,1,0,0,579.15,642.2,667.65625,1177,1.0,0.92708333,0.93489583,1,22,55,0.025,0.275,0.34375,26,21,3,106825,1.0,1.0
main,capsule_conflict_aware,7387,160,20,1,20,0,0,0,579.825,627.6625,651.8125,1152,0.96875,0.953125,0.9609375,7,28,43,0.175,0.35,0.26875,26,21,4,104290,1.0,1.0
pressure_disabled_null,continuous_full_history,7387,160,161,0,,1,1,1,1350.2,2402.525,4517.61875,8665,0.9375,0.96875,0.984375,12,12,16,0.3,0.15,0.1,0,0,0,722819,1.0,1.0
pressure_disabled_null,verified_inheritance_capsule,7387,160,60,1,60,1,0,0,590.35,650.725,664.74375,1185,0.92708333,0.85416667,0.92708333,13,34,53,0.325,0.425,0.33125,28,22,3,106359,1.0,1.0
main,continuous_full_history,7388,160,40,1,40,0,0,0,1345.325,2404.15,4492.4625,8669,0.85416667,0.66666667,0.41666667,10,50,130,0.25,0.625,0.8125,0,0,0,718794,0.0833333333,0.0
main,ordinary_summary_reset,7388,160,100,1,100,1,1,0,716.325,720.15,713.4625,1203,0.89583333,0.89583333,0.859375,10,24,80,0.25,0.3,0.5,0,0,0,114154,0.9166666667,0.8333333333
main,verified_inheritance_capsule,7388,160,161,0,,1,1,1,584.975,640.7,658.95,1187,0.89583333,0.89583333,0.94270833,10,24,35,0.25,0.3,0.21875,21,21,0,105432,1.0,1.0
main,capsule_conflict_aware,7388,160,161,0,,1,1,1,567.8,625.0,649.69375,1180,1.0,1.0,0.98958333,1,4,18,0.025,0.05,0.1125,21,21,0,103951,1.0,1.0
pressure_disabled_null,continuous_full_history,7388,160,161,0,,1,1,1,1345.325,2404.15,4492.4625,8669,1.0,1.0,1.0,0,0,14,0.0,0.0,0.0875,0,0,0,718794,1.0,1.0
pressure_disabled_null,verified_inheritance_capsule,7388,160,161,0,,1,1,1,584.525,638.45,657.375,1187,1.0,1.0,1.0,0,0,14,0.0,0.0,0.0875,21,21,0,105180,1.0,1.0
main,continuous_full_history,7389,160,60,1,60,1,0,0,1352.725,2408.5875,4495.4875,8652,1.0,0.72916667,0.51041667,0,36,116,0.0,0.45,0.725,0,0,0,719278,0.3333333333,0.1666666667
main,ordinary_summary_reset,7389,160,40,1,40,0,0,0,718.725,722.0875,713.9875,1166,0.98958333,0.921875,0.86458333,0,20,60,0.0,0.25,0.375,0,0,0,114238,1.0,1.0
main,verified_inheritance_capsule,7389,160,161,0,,1,1,1,586.925,636.3875,653.3375,1186,1.0,0.953125,0.9609375,0,16,33,0.0,0.2,0.20625,23,23,0,104534,1.0,1.0
main,capsule_conflict_aware,7389,160,161,0,,1,1,1,579.525,633.775,650.0375,1140,1.0,0.97916667,0.96875,0,11,35,0.0,0.1375,0.21875,23,21,0,104006,1.0,1.0
pressure_disabled_null,continuous_full_history,7389,160,161,0,,1,1,1,1352.725,2408.5875,4495.4875,8652,1.0,0.953125,0.97135417,0,16,25,0.0,0.2,0.15625,0,0,0,719278,1.0,1.0
pressure_disabled_null,verified_inheritance_capsule,7389,160,161,0,,1,1,1,586.925,633.6875,655.2125,1150,1.0,0.94791667,0.96875,0,16,26,0.0,0.2,0.1625,23,22,0,104834,1.0,1.0
main,continuous_full_history,7390,160,40,1,40,0,0,0,1314.675,2365.7625,4496.96875,8709,0.95833333,0.69270833,0.51302083,4,44,124,0.1,0.55,0.775,0,0,0,719515,0.1666666667,0.0
main,ordinary_summary_reset,7390,160,20,1,20,0,0,0,700.675,709.2625,714.21875,1186,0.91666667,0.90104167,0.94010417,28,53,86,0.7,0.6625,0.5375,0,0,0,114275,1.0,1.0
main,verified_inheritance_capsule,7390,160,161,0,,1,1,1,579.175,631.6375,659.63125,1178,0.875,0.921875,0.95052083,20,25,50,0.5,0.3125,0.3125,24,23,0,105541,1.0,1.0
main,capsule_conflict_aware,7390,160,161,0,,1,1,1,581.825,627.1125,654.76875,1149,0.89583333,0.94791667,0.96875,20,24,31,0.5,0.3,0.19375,23,22,0,104763,1.0,1.0
pressure_disabled_null,continuous_full_history,7390,160,161,0,,1,1,1,1314.675,2365.7625,4496.96875,8709,0.875,0.9375,0.96875,19,19,19,0.475,0.2375,0.11875,0,0,0,719515,1.0,1.0
pressure_disabled_null,verified_inheritance_capsule,7390,160,161,0,,1,1,1,576.475,631.3625,659.91875,1152,0.875,0.9375,0.96875,20,20,20,0.5,0.25,0.125,22,21,0,105587,1.0,1.0
main,continuous_full_history,7391,160,60,1,60,1,0,0,1330.475,2370.2375,4448.50625,8605,0.95833333,0.91145833,0.65625,10,38,118,0.25,0.475,0.7375,0,0,0,711761,0.25,0.0
main,ordinary_summary_reset,7391,160,140,1,140,1,1,0,706.475,706.2375,708.25625,1179,0.95833333,0.94791667,0.953125,10,27,49,0.25,0.3375,0.30625,0,0,0,113321,1.0,1.0
main,verified_inheritance_capsule,7391,160,100,1,100,1,1,0,575.575,624.9875,654.39375,1145,0.95833333,0.97916667,0.984375,10,10,11,0.25,0.125,0.06875,23,22,1,104703,1.0,1.0
main,capsule_conflict_aware,7391,160,100,1,100,1,1,0,565.775,614.0,649.8875,1145,1.0,1.0,0.9921875,1,1,7,0.025,0.0125,0.04375,23,22,1,103982,1.0,1.0
pressure_disabled_null,continuous_full_history,7391,160,161,0,,1,1,1,1330.475,2370.2375,4448.50625,8605,1.0,0.921875,0.95052083,0,32,44,0.0,0.4,0.275,0,0,0,711761,1.0,1.0
pressure_disabled_null,verified_inheritance_capsule,7391,160,100,1,100,1,1,0,574.675,630.3875,658.55625,1145,1.0,0.921875,0.9453125,0,32,45,0.0,0.4,0.28125,23,22,1,105369,1.0,1.0
main,continuous_full_history,7392,160,40,1,40,0,0,0,1384.825,2451.45,4574.60625,8812,0.875,0.66145833,0.59375,11,51,131,0.275,0.6375,0.81875,0,0,0,731937,0.3333333333,0.0
main,ordinary_summary_reset,7392,160,80,1,80,1,0,0,735.825,729.95,724.35625,1189,0.92708333,0.94791667,0.9453125,11,16,50,0.275,0.2,0.3125,0,0,0,115897,1.0,1.0
main,verified_inheritance_capsule,7392,160,80,1,80,1,0,0,608.075,656.125,676.58125,1197,0.92708333,0.953125,0.94791667,11,11,45,0.275,0.1375,0.28125,25,21,4,108253,1.0,1.0
main,capsule_conflict_aware,7392,160,80,1,80,1,0,0,602.875,635.05,657.55,1178,0.95833333,0.94791667,0.95572917,13,25,59,0.325,0.3125,0.36875,24,21,3,105208,1.0,1.0
pressure_disabled_null,continuous_full_history,7392,160,161,0,,1,1,1,1384.825,2451.45,4574.60625,8812,1.0,0.95833333,0.95833333,0,20,44,0.0,0.25,0.275,0,0,0,731937,1.0,1.0
pressure_disabled_null,verified_inheritance_capsule,7392,160,80,1,80,1,0,0,604.025,644.475,670.26875,1149,1.0,0.94791667,0.9375,0,20,64,0.0,0.25,0.4,26,22,5,107243,1.0,1.0
main,continuous_full_history,7393,160,40,1,40,0,0,0,1332.2,2379.1875,4479.0125,8652,0.79166667,0.54166667,0.35677083,13,53,133,0.325,0.6625,0.83125,0,0,0,716642,0.3333333333,0.0
main,ordinary_summary_reset,7393,160,140,1,140,1,1,0,703.2,710.1875,712.5125,1183,0.8125,0.88541667,0.86458333,28,44,89,0.7,0.55,0.55625,0,0,0,114002,1.0,1.0
main,verified_inheritance_capsule,7393,160,60,1,60,1,0,0,573.2,649.0875,668.9875,1177,1.0,0.88541667,0.91145833,4,28,57,0.1,0.35,0.35625,27,23,5,107038,1.0,1.0
main,capsule_conflict_aware,7393,160,60,1,60,1,0,0,567.6,630.7625,644.7125,1184,0.98958333,0.921875,0.9609375,5,25,36,0.125,0.3125,0.225,25,22,4,103154,1.0,1.0
pressure_disabled_null,continuous_full_history,7393,160,161,0,,1,1,1,1332.2,2379.1875,4479.0125,8652,1.0,0.96354167,0.9296875,0,10,51,0.0,0.125,0.31875,0,0,0,716642,1.0,1.0
pressure_disabled_null,verified_inheritance_capsule,7393,160,60,1,60,1,0,0,571.4,625.7625,653.4125,1167,1.0,0.89583333,0.88802083,0,30,79,0.0,0.375,0.49375,28,24,4,104546,1.0,1.0
main,continuous_full_history,7394,160,40,1,40,0,0,0,1307.15,2347.025,4467.81875,8655,0.88541667,0.58333333,0.40885417,17,57,137,0.425,0.7125,0.85625,0,0,0,714851,0.25,0.0
main,ordinary_summary_reset,7394,160,80,1,80,1,0,0,698.15,705.525,706.31875,1206,0.91666667,0.86458333,0.8828125,24,38,69,0.6,0.475,0.43125,0,0,0,113011,1.0,1.0
main,verified_inheritance_capsule,7394,160,140,1,140,1,1,0,566.35,633.275,658.54375,1172,1.0,0.90625,0.9296875,0,14,41,0.0,0.175,0.25625,22,22,1,105367,1.0,1.0
main,capsule_conflict_aware,7394,160,140,1,140,1,1,0,565.475,623.075,647.1375,1169,1.0,1.0,0.99479167,0,0,4,0.0,0.0,0.025,22,22,1,103542,1.0,1.0
pressure_disabled_null,continuous_full_history,7394,160,161,0,,1,1,1,1307.15,2347.025,4467.81875,8655,1.0,1.0,1.0,3,3,3,0.075,0.0375,0.01875,0,0,0,714851,1.0,1.0
pressure_disabled_null,verified_inheritance_capsule,7394,160,140,1,140,1,1,0,568.6,628.325,653.36875,1172,1.0,1.0,0.984375,3,3,14,0.075,0.0375,0.0875,22,22,1,104539,1.0,1.0
main,continuous_full_history,7395,160,60,1,60,1,0,0,1343.325,2408.775,4526.00625,8695,1.0,0.80208333,0.45833333,0,24,104,0.0,0.3,0.65,0,0,0,724161,0.0833333333,0.0
main,ordinary_summary_reset,7395,160,40,1,40,0,0,0,714.325,714.775,713.25625,1173,0.97916667,0.88541667,0.87760417,0,35,65,0.0,0.4375,0.40625,0,0,0,114121,1.0,1.0
main,verified_inheritance_capsule,7395,160,100,1,100,1,1,0,586.075,643.6,669.36875,1140,1.0,0.90625,0.89322917,1,17,57,0.025,0.2125,0.35625,35,19,14,107099,1.0,1.0
main,capsule_conflict_aware,7395,160,100,1,100,1,1,0,566.55,619.3875,646.625,1165,1.0,1.0,0.93489583,1,5,45,0.025,0.0625,0.28125,33,21,12,103460,1.0,1.0
pressure_disabled_null,continuous_full_history,7395,160,161,0,,1,1,1,1343.325,2408.775,4526.00625,8695,1.0,0.98958333,0.97916667,1,9,31,0.025,0.1125,0.19375,0,0,0,724161,1.0,1.0
pressure_disabled_null,verified_inheritance_capsule,7395,160,100,1,100,1,1,0,586.525,632.475,667.68125,1170,1.0,0.94791667,0.84635417,2,22,92,0.05,0.275,0.575,38,23,14,106829,1.0,1.0
main,continuous_full_history,7396,160,40,1,40,0,0,0,1342.825,2409.8625,4533.78125,8752,0.86458333,0.63020833,0.44791667,14,54,134,0.35,0.675,0.8375,0,0,0,725405,0.25,0.0
main,ordinary_summary_reset,7396,160,80,1,80,1,0,0,718.825,720.8625,713.53125,1186,0.91666667,0.9375,0.94010417,14,14,54,0.35,0.175,0.3375,0,0,0,114165,1.0,1.0
main,verified_inheritance_capsule,7396,160,161,0,,1,1,1,599.175,638.7625,656.68125,1193,0.91666667,0.92708333,0.96354167,14,34,34,0.35,0.425,0.2125,22,21,0,105069,1.0,1.0
main,capsule_conflict_aware,7396,160,161,0,,1,1,1,574.325,629.8125,648.91875,1159,1.0,0.95833333,0.97916667,0,20,20,0.0,0.25,0.125,21,20,0,103827,1.0,1.0
pressure_disabled_null,continuous_full_history,7396,160,161,0,,1,1,1,1342.825,2409.8625,4533.78125,8752,1.0,1.0,0.953125,0,0,23,0.0,0.0,0.14375,0,0,0,725405,1.0,1.0
pressure_disabled_null,verified_inheritance_capsule,7396,160,161,0,,1,1,1,587.025,640.2875,653.21875,1170,1.0,0.97916667,0.90885417,0,20,63,0.0,0.25,0.39375,23,21,0,104515,1.0,1.0
